T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      
1.4304     	6.53636e-011	5.05986e-010	0          	0          	0          	4.66728e-010	0.0598173  	-0.0443643 	0          	
1.44       	6.68499e-011	5.13225e-010	0          	0          	0          	4.73133e-010	0.0580677  	-0.0422975 	0          	
1.4496     	6.83567e-011	5.20482e-010	0          	0          	0          	4.79544e-010	0.0563358  	-0.0402448 	0          	
1.4592     	6.9884e-011	5.27756e-010	0          	0          	0          	4.85961e-010	0.0546213  	-0.0382063 	0          	
1.4688     	7.14316e-011	5.35045e-010	0          	0          	0          	4.92382e-010	0.0529243  	-0.036182  	0          	
1.4784     	7.29997e-011	5.42348e-010	0          	0          	0          	4.98806e-010	0.0512447  	-0.0341719 	0          	
1.488      	7.45882e-011	5.49665e-010	0          	0          	0          	5.05232e-010	0.0495825  	-0.0321759 	0          	
1.4976     	7.61973e-011	5.56992e-010	0          	0          	0          	5.11658e-010	0.0479376  	-0.0301941 	0          	
1.5072     	7.78267e-011	5.64331e-010	0          	0          	0          	5.18082e-010	0.04631    	-0.0282265 	0          	
1.5168     	7.94767e-011	5.71677e-010	0          	0          	0          	5.24505e-010	0.0446996  	-0.026273  	0          	
1.5264     	8.11471e-011	5.79032e-010	0          	0          	0          	5.30923e-010	0.0431065  	-0.0243336 	0          	
1.536      	8.28379e-011	5.86392e-010	0          	0          	0          	5.37336e-010	0.0415305  	-0.0224083 	0          	
1.5456     	8.45492e-011	5.93758e-010	0          	0          	0          	5.43743e-010	0.0399716  	-0.0204972 	0          	
1.5552     	8.62809e-011	6.01126e-010	0          	0          	0          	5.50141e-010	0.0384298  	-0.0186001 	0          	
1.5648     	8.80329e-011	6.08496e-010	0          	0          	0          	5.5653e-010	0.036905   	-0.0167172 	0          	
1.5744     	8.98053e-011	6.15867e-010	0          	0          	0          	5.62908e-010	0.0353972  	-0.0148483 	0          	
1.584      	9.1598e-011	6.23237e-010	0          	0          	0          	5.69274e-010	0.0339062  	-0.0129936 	0          	
1.5936     	9.3411e-011	6.30605e-010	0          	0          	0          	5.75626e-010	0.0324321  	-0.0111528 	0          	
1.6032     	9.52442e-011	6.37969e-010	0          	0          	0          	5.81964e-010	0.0309748  	-0.00932619	0          	
1.6128     	9.70976e-011	6.45327e-010	0          	0          	0          	5.88284e-010	0.0295343  	-0.00751359	0          	
1.6224     	9.89711e-011	6.5268e-010	0          	0          	0          	5.94587e-010	0.0281104  	-0.00571503	0          	
1.632      	1.00865e-010	6.60024e-010	0          	0          	0          	6.00871e-010	0.0267031  	-0.0039305 	0          	
1.6416     	1.02778e-010	6.67358e-010	0          	0          	0          	6.07134e-010	0.0253124  	-0.00216   	0          	
1.6512     	1.04712e-010	6.74682e-010	0          	0          	0          	6.13374e-010	0.0239382  	-0.000403506	0          	
1.6608     	1.06665e-010	6.81993e-010	0          	0          	0          	6.19591e-010	0.0225804  	0.00133897 	0          	
1.6704     	1.08638e-010	6.89291e-010	0          	0          	0          	6.25783e-010	0.0212391  	0.00306745 	0          	
1.68       	1.10631e-010	6.96574e-010	0          	0          	0          	6.31948e-010	0.019914   	0.00478192 	0          	
1.6896     	1.12644e-010	7.0384e-010	0          	0          	0          	6.38086e-010	0.0186052  	0.00648239 	0          	
1.6992     	1.14676e-010	7.11087e-010	0          	0          	0          	6.44195e-010	0.0173125  	0.00816885 	0          	
1.7088     	1.16728e-010	7.18316e-010	0          	0          	0          	6.50273e-010	0.016036   	0.00984128 	0          	
1.7184     	1.18799e-010	7.25523e-010	0          	0          	0          	6.56319e-010	0.0147755  	0.0114997  	0          	
1.728      	1.20889e-010	7.32708e-010	0          	0          	0          	6.62331e-010	0.013531   	0.013144   	0          	
1.7376     	1.22998e-010	7.39869e-010	0          	0          	0          	6.68309e-010	0.0123024  	0.0147742  	0          	
1.7472     	1.25126e-010	7.47005e-010	0          	0          	0          	6.7425e-010	0.0110896  	0.0163903  	0          	
1.7568     	1.27274e-010	7.54114e-010	0          	0          	0          	6.80154e-010	0.0098926  	0.0179923  	0          	
1.7664     	1.2944e-010	7.61195e-010	0          	0          	0          	6.86019e-010	0.00871129 	0.01958    	0          	
1.776      	1.31625e-010	7.68247e-010	0          	0          	0          	6.91843e-010	0.00754558 	0.0211536  	0          	
1.7856     	1.33828e-010	7.75267e-010	0          	0          	0          	6.97626e-010	0.00639542 	0.0227129  	0          	
1.7952     	1.3605e-010	7.82256e-010	0          	0          	0          	7.03365e-010	0.00526072 	0.0242582  	0          	
1.8048     	1.3829e-010	7.8921e-010	0          	0          	0          	7.0906e-010	0.0041414  	0.0257895  	0          	
1.8144     	1.40548e-010	7.96129e-010	0          	0          	0          	7.1471e-010	0.00303738 	0.0273069  	0          	
1.824      	1.42824e-010	8.03012e-010	0          	0          	0          	7.20312e-010	0.0019486  	0.0288106  	0          	
1.8336     	1.45118e-010	8.09856e-010	0          	0          	0          	7.25865e-010	0.000874968	0.030301   	0          	
1.8432     	1.4743e-010	8.16662e-010	0          	0          	0          	7.31369e-010	-0.000183591	0.0317783  	0          	
