T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      	
2.631e-08  	5.86152e-12	6.31417e-12	530.95     	0          	-72.1241   	-2.45297e-13	-6.99595e-05	4.262e-05  	2.39066e+12	
2.6325e-08 	5.85792e-12	6.18859e-12	578.155    	0          	-57.4262   	-2.21342e-13	-6.98334e-05	4.23882e-05	2.48093e+12	
2.634e-08  	5.85466e-12	6.04456e-12	624.108    	0          	-41.5601   	-3.38575e-13	-6.97188e-05	4.26166e-05	2.55755e+12	
2.6355e-08 	5.84968e-12	6.02216e-12	668.438    	0          	-24.567    	-4.77799e-13	-6.96089e-05	4.30004e-05	2.61942e+12	
2.637e-08  	5.84266e-12	6.13835e-12	710.766    	0          	-6.49787   	-4.97504e-13	-6.94927e-05	4.30817e-05	2.66548e+12	
2.6385e-08 	5.83534e-12	6.26976e-12	750.704    	0          	12.5866    	-3.77158e-13	-6.93657e-05	4.27107e-05	2.69477e+12	
2.64e-08   	5.82979e-12	6.27754e-12	787.86     	0          	32.6156    	-2.38041e-13	-6.92348e-05	4.21935e-05	2.7064e+12 	
2.6415e-08 	5.82629e-12	6.14801e-12	821.839    	0          	53.5085    	-2.20489e-13	-6.91109e-05	4.19805e-05	2.69956e+12	
2.643e-08  	5.82305e-12	6.00653e-12	852.248    	0          	75.1744    	-3.4179e-13	-6.8998e-05	4.22126e-05	2.67358e+12	
2.6445e-08 	5.81802e-12	5.99064e-12	878.696    	0          	97.5127    	-4.78631e-13	-6.88895e-05	4.25826e-05	2.62786e+12	
2.646e-08  	5.81099e-12	6.11076e-12	900.796    	0          	120.413    	-4.9192e-13	-6.87745e-05	4.26477e-05	2.56192e+12	
2.6475e-08 	5.80375e-12	6.2396e-12 	918.171    	0          	143.755    	-3.67629e-13	-6.86492e-05	4.22754e-05	2.47543e+12	
2.649e-08  	5.79835e-12	6.24095e-12	930.457    	0          	167.409    	-2.31042e-13	-6.85204e-05	4.17738e-05	2.36817e+12	
2.6505e-08 	5.79495e-12	6.10769e-12	937.302    	0          	191.237    	-2.19942e-13	-6.83986e-05	4.15782e-05	2.24006e+12	
2.652e-08  	5.79171e-12	5.96902e-12	938.374    	0          	215.092    	-3.45087e-13	-6.82874e-05	4.1813e-05 	2.09116e+12	
2.6535e-08 	5.78664e-12	5.95968e-12	933.359    	0          	238.82     	-4.79277e-13	-6.81802e-05	4.21693e-05	1.92167e+12	
2.655e-08  	5.77959e-12	6.08352e-12	921.971    	0          	262.259    	-4.86108e-13	-6.80665e-05	4.22194e-05	1.73194e+12	
2.6565e-08 	5.77244e-12	6.2095e-12 	903.948    	0          	285.239    	-3.58099e-13	-6.79429e-05	4.18469e-05	1.52247e+12	
2.658e-08  	5.76718e-12	6.20439e-12	879.061    	0          	307.587    	-2.24309e-13	-6.78161e-05	4.13607e-05	1.29392e+12	
2.6595e-08 	5.76388e-12	6.06765e-12	847.114    	0          	329.122    	-2.19694e-13	-6.76963e-05	4.11813e-05	1.04709e+12	
2.661e-08  	5.76065e-12	5.93205e-12	807.948    	0          	349.662    	-3.48453e-13	-6.75868e-05	4.14177e-05	7.82916e+11	
2.6625e-08 	5.75552e-12	5.92929e-12	761.442    	0          	369.019    	-4.79728e-13	-6.74808e-05	4.17606e-05	5.02507e+11	
2.664e-08  	5.74847e-12	6.05659e-12	707.521    	0          	387.006    	-4.80073e-13	-6.73685e-05	4.17969e-05	2.07099e+11	
2.6655e-08 	5.74141e-12	6.17947e-12	646.153    	0          	403.432    	-3.48582e-13	-6.72465e-05	4.14251e-05	-1.0193e+11	
2.667e-08  	5.73628e-12	6.16787e-12	577.356    	0          	418.11     	-2.17848e-13	-6.71217e-05	4.0954e-05 	-4.23065e+11	
2.6685e-08 	5.73308e-12	6.02788e-12	501.196    	0          	430.851    	-2.19741e-13	-6.70038e-05	4.07895e-05	-7.54668e+11	
2.67e-08   	5.72985e-12	5.89562e-12	417.795    	0          	441.473    	-3.51874e-13	-6.68959e-05	4.10265e-05	-1.09498e+12	
2.6715e-08 	5.72467e-12	5.89945e-12	327.326    	0          	449.794    	-4.79976e-13	-6.67913e-05	4.13564e-05	-1.44212e+12	
2.673e-08  	5.71761e-12	6.02997e-12	230.021    	0          	455.641    	-4.73819e-13	-6.66802e-05	4.13803e-05	-1.79412e+12	
2.6745e-08 	5.71064e-12	6.14949e-12	126.168    	0          	458.849    	-3.39089e-13	-6.65599e-05	4.101e-05  	-2.14891e+12	
2.676e-08  	5.70566e-12	6.1314e-12 	16.1152    	0          	459.259    	-2.11667e-13	-6.6437e-05	4.05535e-05	-2.50434e+12	
2.6775e-08 	5.70255e-12	5.98841e-12	-99.732    	0          	456.723    	-2.20076e-13	-6.6321e-05	4.04027e-05	-2.85819e+12	
2.679e-08  	5.69931e-12	5.85974e-12	-220.907   	0          	451.107    	-3.55335e-13	-6.62147e-05	4.06395e-05	-3.20818e+12	
2.6805e-08 	5.69408e-12	5.87016e-12	-346.885   	0          	442.289    	-4.80013e-13	-6.61113e-05	4.09567e-05	-3.55198e+12	
2.682e-08  	5.68702e-12	6.00364e-12	-477.081   	0          	430.16     	-4.67353e-13	-6.60016e-05	4.09694e-05	-3.88724e+12	
2.6835e-08 	5.68015e-12	6.11954e-12	-610.853   	0          	414.631    	-3.29634e-13	-6.58829e-05	4.06015e-05	-4.21157e+12	
2.685e-08  	5.6753e-12 	6.09496e-12	-747.501   	0          	395.628    	-2.05772e-13	-6.57619e-05	4.0159e-05 	-4.5226e+12	
2.6865e-08 	5.67228e-12	5.94924e-12	-886.271   	0          	373.097    	-2.20693e-13	-6.56478e-05	4.00206e-05	-4.81795e+12	
2.688e-08  	5.66903e-12	5.8244e-12 	-1026.36   	0          	347.005    	-3.58824e-13	-6.55429e-05	4.02565e-05	-5.09526e+12	
2.6895e-08 	5.66376e-12	5.84139e-12	-1166.9    	0          	317.34     	-4.7983e-13	-6.54408e-05	4.05617e-05	-5.35222e+12	
2.691e-08  	5.6567e-12 	5.97758e-12	-1307.01   	0          	284.113    	-4.60679e-13	-6.53324e-05	4.05644e-05	-5.58656e+12	
2.6925e-08 	5.64992e-12	6.08962e-12	-1445.72   	0          	247.36     	-3.20229e-13	-6.52153e-05	4.01993e-05	-5.79608e+12	
2.694e-08  	5.64522e-12	6.05857e-12	-1582.07   	0          	207.14     	-2.00171e-13	-6.50962e-05	3.97704e-05	-5.97864e+12	
2.6955e-08 	5.64227e-12	5.91037e-12	-1715.02   	0          	163.541    	-2.21583e-13	-6.49838e-05	3.9643e-05 	-6.13222e+12	
2.697e-08  	5.63901e-12	5.78961e-12	-1843.54   	0          	116.674    	-3.62326e-13	-6.48804e-05	3.98775e-05	-6.25488e+12	
2.6985e-08 	5.63368e-12	5.81315e-12	-1966.55   	0          	66.6806    	-4.79422e-13	-6.47795e-05	4.01713e-05	-6.3448e+12	
2.7e-08    	5.62663e-12	5.95177e-12	-2082.98   	0          	13.727     	-4.53805e-13	-6.46725e-05	4.01652e-05	-6.40029e+12	
2.7015e-08 	5.61996e-12	6.05971e-12	-2191.72   	0          	-41.9909   	-3.10887e-13	-6.4557e-05	3.98035e-05	-6.41978e+12	
2.703e-08  	5.61539e-12	6.02223e-12	-2291.67   	0          	-100.25    	-1.94867e-13	-6.44397e-05	3.93873e-05	-6.40188e+12	
2.7045e-08 	5.61252e-12	5.87183e-12	-2381.74   	0          	-160.799   	-2.2274e-13	-6.4329e-05	3.927e-05  	-6.34533e+12	
2.706e-08  	5.60925e-12	5.75538e-12	-2460.85   	0          	-223.359   	-3.65827e-13	-6.42271e-05	3.95025e-05	-6.24905e+12	
2.7075e-08 	5.60387e-12	5.78542e-12	-2527.94   	0          	-287.624   	-4.78783e-13	-6.41274e-05	3.97856e-05	-6.11212e+12	
2.709e-08  	5.59683e-12	5.9262e-12 	-2581.95   	0          	-353.263   	-4.46737e-13	-6.40217e-05	3.97717e-05	-5.93381e+12	
2.7105e-08 	5.59026e-12	6.02981e-12	-2621.91   	0          	-419.917   	-3.01622e-13	-6.39079e-05	3.94138e-05	-5.71358e+12	
2.712e-08  	5.58582e-12	5.98595e-12	-2646.84   	0          	-487.205   	-1.89866e-13	-6.37923e-05	3.90097e-05	-5.45108e+12	
2.7135e-08 	5.58303e-12	5.83362e-12	-2655.85   	0          	-554.723   	-2.24154e-13	-6.36833e-05	3.89012e-05	-5.14616e+12	
2.715e-08  	5.57973e-12	5.7217e-12 	-2648.11   	0          	-622.043   	-3.69314e-13	-6.35827e-05	3.91315e-05	-4.79886e+12	
2.7165e-08 	5.5743e-12 	5.75819e-12	-2622.82   	0          	-688.721   	-4.77905e-13	-6.34842e-05	3.94045e-05	-4.40944e+12	
2.718e-08  	5.56727e-12	5.90085e-12	-2579.32   	0          	-754.293   	-4.39484e-13	-6.33799e-05	3.9384e-05 	-3.97836e+12	
2.7195e-08 	5.56081e-12	5.99992e-12	-2517      	0          	-818.28    	-2.92446e-13	-6.32676e-05	3.90302e-05	-3.50628e+12	
2.721e-08  	5.55651e-12	5.94973e-12	-2435.34   	0          	-880.191   	-1.85173e-13	-6.31538e-05	3.86373e-05	-2.9941e+12	
2.7225e-08 	5.55379e-12	5.79575e-12	-2333.96   	0          	-939.526   	-2.25816e-13	-6.30463e-05	3.85365e-05	-2.44291e+12	
2.724e-08  	5.55047e-12	5.68858e-12	-2212.57   	0          	-995.774   	-3.72772e-13	-6.29471e-05	3.87643e-05	-1.85401e+12	
2.7255e-08 	5.54498e-12	5.73145e-12	-2070.98   	0          	-1048.42   	-4.76785e-13	-6.28499e-05	3.90282e-05	-1.22893e+12	
2.727e-08  	5.53797e-12	5.8757e-12 	-1909.18   	0          	-1096.96   	-4.32054e-13	-6.27469e-05	3.9002e-05 	-5.69388e+11	
2.7285e-08 	5.53162e-12	5.97001e-12	-1727.23   	0          	-1140.87   	-2.83371e-13	-6.26362e-05	3.86524e-05	1.2266e+11 	
2.73e-08   	5.52745e-12	5.91357e-12	-1525.38   	0          	-1179.65   	-1.80791e-13	-6.2524e-05	3.82699e-05	8.45065e+11	
2.7315e-08 	5.52479e-12	5.75824e-12	-1304      	0          	-1212.8    	-2.27717e-13	-6.24181e-05	3.81759e-05	1.59546e+12	
2.733e-08  	5.52144e-12	5.65601e-12	-1063.62   	0          	-1239.84   	-3.76188e-13	-6.23202e-05	3.8401e-05 	2.37128e+12	
2.7345e-08 	5.51591e-12	5.70518e-12	-804.893   	0          	-1260.3    	-4.75418e-13	-6.22242e-05	3.86566e-05	3.16975e+12	
2.736e-08  	5.50892e-12	5.85074e-12	-528.663   	0          	-1273.74   	-4.24456e-13	-6.21225e-05	3.86257e-05	3.98787e+12	
2.7375e-08 	5.50268e-12	5.94009e-12	-235.911   	0          	-1279.73   	-2.7441e-13	-6.20134e-05	3.82804e-05	4.82248e+12	
2.739e-08  	5.49864e-12	5.87749e-12	72.2224    	0          	-1277.9    	-1.76723e-13	-6.19028e-05	3.79073e-05	5.67016e+12	
2.7405e-08 	5.49604e-12	5.72108e-12	394.441    	0          	-1267.87   	-2.29847e-13	-6.17984e-05	3.78192e-05	6.52735e+12	
2.742e-08  	5.49266e-12	5.624e-12  	729.293    	0          	-1249.33   	-3.79549e-13	-6.17018e-05	3.80417e-05	7.39026e+12	
2.7435e-08 	5.48708e-12	5.67937e-12	1075.17    	0          	-1222      	-4.73801e-13	-6.16071e-05	3.82898e-05	8.25489e+12	
2.745e-08  	5.48012e-12	5.82595e-12	1430.33    	0          	-1185.64   	-4.16699e-13	-6.15067e-05	3.82551e-05	9.11709e+12	
2.7465e-08 	5.47399e-12	5.91014e-12	1792.88    	0          	-1140.06   	-2.65576e-13	-6.13991e-05	3.79139e-05	9.97247e+12	
2.748e-08  	5.47008e-12	5.84149e-12	2160.77    	0          	-1085.13   	-1.72972e-13	-6.12901e-05	3.75494e-05	1.08165e+13	
2.7495e-08 	5.46754e-12	5.6843e-12 	2531.86    	0          	-1020.76   	-2.32195e-13	-6.11871e-05	3.74663e-05	1.16444e+13	
2.751e-08  	5.46412e-12	5.59255e-12	2903.86    	0          	-946.939   	-3.82841e-13	-6.10918e-05	3.76862e-05	1.24513e+13	
2.7525e-08 	5.45849e-12	5.65401e-12	3274.37    	0          	-863.697   	-4.7193e-13	-6.09983e-05	3.79278e-05	1.32322e+13	
2.754e-08  	5.45155e-12	5.80131e-12	3640.92    	0          	-771.138   	-4.08793e-13	-6.08993e-05	3.789e-05  	1.39816e+13	
2.7555e-08 	5.44554e-12	5.88017e-12	4000.91    	0          	-669.426   	-2.56881e-13	-6.07931e-05	3.75529e-05	1.46943e+13	
2.757e-08  	5.44176e-12	5.80558e-12	4351.71    	0          	-558.797   	-1.69539e-13	-6.06856e-05	3.7196e-05 	1.53646e+13	
2.7585e-08 	5.43927e-12	5.6479e-12 	4690.6     	0          	-439.552   	-2.34751e-13	-6.0584e-05	3.71172e-05	1.59868e+13	
2.76e-08   	5.43582e-12	5.56166e-12	5014.84    	0          	-312.064   	-3.86051e-13	-6.049e-05 	3.73346e-05	1.65551e+13	
2.7615e-08 	5.43014e-12	5.62908e-12	5321.64    	0          	-176.777   	-4.69802e-13	-6.03977e-05	3.75706e-05	1.70635e+13	
2.763e-08  	5.42323e-12	5.77681e-12	5608.24    	0          	-34.204    	-4.00748e-13	-6.03001e-05	3.75304e-05	1.75059e+13	
2.7645e-08 	5.41734e-12	5.85017e-12	5871.85    	0          	115.071    	-2.48337e-13	-6.01954e-05	3.71971e-05	1.78763e+13	
2.766e-08  	5.41369e-12	5.76976e-12	6109.74    	0          	270.393    	-1.66426e-13	-6.00893e-05	3.68469e-05	1.81683e+13	
2.7675e-08 	5.41124e-12	5.61188e-12	6319.22    	0          	431.041    	-2.37502e-13	-5.99891e-05	3.67716e-05	1.83757e+13	
2.769e-08  	5.40775e-12	5.53131e-12	6497.68    	0          	596.226    	-3.89166e-13	-5.98963e-05	3.6987e-05 	1.84924e+13	
2.7705e-08 	5.40202e-12	5.60457e-12	6642.59    	0          	765.094    	-4.67417e-13	-5.98053e-05	3.72182e-05	1.8512e+13 	
2.772e-08  	5.39515e-12	5.75243e-12	6751.55    	0          	936.733    	-3.92574e-13	-5.97089e-05	3.71762e-05	1.84284e+13	
2.7735e-08 	5.38938e-12	5.82013e-12	6822.28    	0          	1110.17    	-2.39956e-13	-5.96057e-05	3.68463e-05	1.82355e+13	
2.775e-08  	5.38585e-12	5.73405e-12	6852.67    	0          	1284.38    	-1.63632e-13	-5.9501e-05	3.65019e-05	1.79273e+13	
2.7765e-08 	5.38344e-12	5.57627e-12	6840.79    	0          	1458.29    	-2.40438e-13	-5.94021e-05	3.64297e-05	1.74981e+13	
2.778e-08  	5.37991e-12	5.50152e-12	6784.89    	0          	1630.77    	-3.92174e-13	-5.93105e-05	3.66433e-05	1.69425e+13	
2.7795e-08 	5.37414e-12	5.58046e-12	6683.48    	0          	1800.68    	-4.64773e-13	-5.92208e-05	3.68708e-05	1.6255e+13 	
2.781e-08  	5.3673e-12 	5.72816e-12	6535.28    	0          	1966.82    	-3.84284e-13	-5.91258e-05	3.68274e-05	1.54309e+13	
2.7825e-08 	5.36165e-12	5.79006e-12	6339.27    	0          	2127.98    	-2.31749e-13	-5.90239e-05	3.65005e-05	1.44657e+13	
2.784e-08  	5.35824e-12	5.69845e-12	6094.73    	0          	2282.92    	-1.61159e-13	-5.89205e-05	3.61609e-05	1.33554e+13	
2.7855e-08 	5.35587e-12	5.54107e-12	5801.21    	0          	2430.4     	-2.43546e-13	-5.88229e-05	3.60913e-05	1.20964e+13	
2.787e-08  	5.35229e-12	5.47228e-12	5458.59    	0          	2569.17    	-3.95063e-13	-5.87326e-05	3.63036e-05	1.0686e+13 	
2.7885e-08 	5.34648e-12	5.55674e-12	5067.05    	0          	2697.98    	-4.6187e-13	-5.86442e-05	3.65282e-05	9.12206e+12	
2.79e-08   	5.33969e-12	5.70398e-12	4627.15    	0          	2815.61    	-3.75888e-13	-5.85504e-05	3.64839e-05	7.40311e+12	
2.7915e-08 	5.33416e-12	5.75994e-12	4139.75    	0          	2920.85    	-2.23727e-13	-5.84499e-05	3.61594e-05	5.52868e+12	
2.793e-08  	5.33087e-12	5.66298e-12	3606.09    	0          	3012.53    	-1.59004e-13	-5.83478e-05	3.58237e-05	3.49917e+12	
2.7945e-08 	5.32853e-12	5.50629e-12	3027.77    	0          	3089.5     	-2.46813e-13	-5.82515e-05	3.57563e-05	1.31602e+12	
2.796e-08  	5.32491e-12	5.44358e-12	2406.75    	0          	3150.68    	-3.97821e-13	-5.81624e-05	3.59679e-05	-1.01825e+12	
2.7975e-08 	5.31905e-12	5.5334e-12 	1745.35    	0          	3195.06    	-4.58708e-13	-5.80752e-05	3.61904e-05	-3.49991e+12	
2.799e-08  	5.31231e-12	5.67988e-12	1046.28    	0          	3221.65    	-3.67397e-13	-5.79828e-05	3.61455e-05	-6.12398e+12	
2.8005e-08 	5.30691e-12	5.72978e-12	312.573    	0          	3229.6     	-2.15901e-13	-5.78835e-05	3.58229e-05	-8.88413e+12	
2.802e-08  	5.30373e-12	5.62764e-12	-452.349   	0          	3218.1     	-1.57167e-13	-5.77827e-05	3.54902e-05	-1.17726e+13	
2.8035e-08 	5.30142e-12	5.47194e-12	-1244.74   	0          	3186.46    	-2.50228e-13	-5.76876e-05	3.54248e-05	-1.47802e+13	
2.805e-08  	5.29774e-12	5.41542e-12	-2060.51   	0          	3134.07    	-4.00436e-13	-5.75998e-05	3.56363e-05	-1.78961e+13	
2.8065e-08 	5.29185e-12	5.51041e-12	-2895.27   	0          	3060.47    	-4.55288e-13	-5.75139e-05	3.58576e-05	-2.11078e+13	
2.808e-08  	5.28516e-12	5.65585e-12	-3744.32   	0          	2965.28    	-3.58825e-13	-5.74227e-05	3.58122e-05	-2.44014e+13	
2.8095e-08 	5.27988e-12	5.69958e-12	-4602.68   	0          	2848.27    	-2.08281e-13	-5.73247e-05	3.54908e-05	-2.7761e+13	
2.811e-08  	5.27682e-12	5.59244e-12	-5465.13   	0          	2709.34    	-1.55645e-13	-5.72251e-05	3.51603e-05	-3.11692e+13	
2.8125e-08 	5.27453e-12	5.43801e-12	-6326.23   	0          	2548.51    	-2.53776e-13	-5.71312e-05	3.50967e-05	-3.46066e+13	
2.814e-08  	5.2708e-12 	5.38779e-12	-7180.31   	0          	2365.97    	-4.02898e-13	-5.70446e-05	3.53087e-05	-3.80524e+13	
2.8155e-08 	5.26487e-12	5.48777e-12	-8021.59   	0          	2162.05    	-4.51612e-13	-5.69599e-05	3.55296e-05	-4.14836e+13	
2.817e-08  	5.25823e-12	5.63186e-12	-8844.13   	0          	1937.21    	-3.50182e-13	-5.68701e-05	3.54838e-05	-4.4876e+13	
2.8185e-08 	5.25308e-12	5.66933e-12	-9641.89   	0          	1692.09    	-2.00878e-13	-5.67732e-05	3.51629e-05	-4.82032e+13	
2.82e-08   	5.25013e-12	5.55739e-12	-10408.8   	0          	1427.48    	-1.54435e-13	-5.66748e-05	3.48339e-05	-5.14376e+13	
2.8215e-08 	5.24785e-12	5.40453e-12	-11138.8   	0          	1144.31    	-2.57445e-13	-5.65821e-05	3.4772e-05 	-5.455e+13 	
2.823e-08  	5.24407e-12	5.3607e-12 	-11825.9   	0          	843.67     	-4.05195e-13	-5.64968e-05	3.49853e-05	-5.75095e+13	
2.8245e-08 	5.23811e-12	5.46545e-12	-12464     	0          	526.81     	-4.47683e-13	-5.64134e-05	3.52064e-05	-6.02842e+13	
2.826e-08  	5.23153e-12	5.60791e-12	-13047.3   	0          	195.121    	-3.41482e-13	-5.63247e-05	3.51602e-05	-6.28409e+13	
2.8275e-08 	5.2265e-12 	5.63904e-12	-13570.1   	0          	-149.86    	-1.937e-13 	-5.6229e-05	3.4839e-05 	-6.51455e+13	
2.829e-08  	5.22366e-12	5.52251e-12	-14027.1   	0          	-506.459   	-1.53534e-13	-5.61318e-05	3.45107e-05	-6.7163e+13	
2.8305e-08 	5.2214e-12 	5.3715e-12 	-14413     	0          	-872.868   	-2.61222e-13	-5.60402e-05	3.44507e-05	-6.8858e+13	
2.832e-08  	5.21756e-12	5.33413e-12	-14722.9   	0          	-1247.16   	-4.07319e-13	-5.59561e-05	3.4666e-05 	-7.01944e+13	
2.8335e-08 	5.21157e-12	5.44344e-12	-14952.4   	0          	-1627.28   	-4.43502e-13	-5.5874e-05	3.48881e-05	-7.11364e+13	
2.835e-08  	5.20504e-12	5.58399e-12	-15097.3   	0          	-2011.08   	-3.32738e-13	-5.57865e-05	3.48414e-05	-7.16481e+13	
2.8365e-08 	5.20015e-12	5.60871e-12	-15154     	0          	-2396.33   	-1.86758e-13	-5.5692e-05	3.45191e-05	-7.16944e+13	
2.838e-08  	5.1974e-12 	5.4878e-12 	-15119.3   	0          	-2780.69   	-1.52937e-13	-5.55958e-05	3.41908e-05	-7.12407e+13	
2.8395e-08 	5.19516e-12	5.33893e-12	-14990.6   	0          	-3161.78   	-2.65093e-13	-5.55054e-05	3.41327e-05	-7.02539e+13	
2.841e-08  	5.19126e-12	5.30807e-12	-14765.8   	0          	-3537.16   	-4.09258e-13	-5.54225e-05	3.43509e-05	-6.87022e+13	
2.8425e-08 	5.18524e-12	5.42172e-12	-14443.5   	0          	-3904.34   	-4.39075e-13	-5.53417e-05	3.45746e-05	-6.65557e+13	
2.844e-08  	5.17878e-12	5.56008e-12	-14022.8   	0          	-4260.83   	-3.23961e-13	-5.52554e-05	3.45271e-05	-6.37871e+13	
2.8455e-08 	5.17402e-12	5.57834e-12	-13503.7   	0          	-4604.13   	-1.80058e-13	-5.51619e-05	3.42028e-05	-6.03714e+13	
2.847e-08  	5.17137e-12	5.45328e-12	-12886.6   	0          	-4931.73   	-1.52641e-13	-5.50668e-05	3.3874e-05 	-5.62872e+13	
2.8485e-08 	5.16912e-12	5.30682e-12	-12172.9   	0          	-5241.19   	-2.69044e-13	-5.49776e-05	3.38182e-05	-5.15164e+13	
2.85e-08   	5.16517e-12	5.28252e-12	-11364.4   	0          	-5530.1    	-4.11005e-13	-5.4896e-05	3.404e-05  	-4.60448e+13	
2.8515e-08 	5.15912e-12	5.40028e-12	-10463.8   	0          	-5796.11   	-4.34405e-13	-5.48164e-05	3.42658e-05	-3.98627e+13	
2.853e-08  	5.15274e-12	5.53618e-12	-9474.63   	0          	-6036.97   	-3.15165e-13	-5.47313e-05	3.42172e-05	-3.29654e+13	
2.8545e-08 	5.1481e-12 	5.54793e-12	-8400.99   	0          	-6250.54   	-1.7361e-13	-5.46388e-05	3.38902e-05	-2.53533e+13	
2.856e-08  	5.14555e-12	5.41896e-12	-7247.75   	0          	-6434.8    	-1.52639e-13	-5.45447e-05	3.35603e-05	-1.70323e+13	
2.8575e-08 	5.1433e-12 	5.27517e-12	-6020.5    	0          	-6587.85   	-2.73061e-13	-5.44566e-05	3.35071e-05	-8.01447e+12	
2.859e-08  	5.13929e-12	5.25747e-12	-4725.49   	0          	-6707.98   	-4.12551e-13	-5.43763e-05	3.37334e-05	1.68172e+12	
2.8605e-08 	5.13322e-12	5.3791e-12 	-3369.65   	0          	-6793.65   	-4.29497e-13	-5.42979e-05	3.39618e-05	1.20312e+13	
2.862e-08  	5.1269e-12 	5.51226e-12	-1960.53   	0          	-6843.49   	-3.06363e-13	-5.42139e-05	3.39116e-05	2.30017e+13	
2.8635e-08 	5.1224e-12 	5.51748e-12	-506.231   	0          	-6856.36   	-1.67421e-13	-5.41225e-05	3.35809e-05	3.4554e+13 	
2.865e-08  	5.11994e-12	5.38484e-12	984.573    	0          	-6831.33   	-1.52925e-13	-5.40294e-05	3.32496e-05	4.66412e+13	
2.8665e-08 	5.11769e-12	5.244e-12  	2502.74    	0          	-6767.7    	-2.77132e-13	-5.39424e-05	3.31994e-05	5.92086e+13	
2.868e-08  	5.11361e-12	5.23291e-12	4038.72    	0          	-6665.03   	-4.13887e-13	-5.38633e-05	3.34311e-05	7.21942e+13	
2.8695e-08 	5.10753e-12	5.35817e-12	5582.57    	0          	-6523.11   	-4.24356e-13	-5.37862e-05	3.36623e-05	8.55276e+13	
2.871e-08  	5.10129e-12	5.48833e-12	7124.09    	0          	-6342      	-2.97568e-13	-5.37033e-05	3.36101e-05	9.91311e+13	
2.8725e-08 	5.09691e-12	5.48701e-12	8652.86    	0          	-6122.02   	-1.61497e-13	-5.36128e-05	3.32749e-05	1.12919e+14	
2.874e-08  	5.09453e-12	5.35094e-12	10158.3    	0          	-5863.78   	-1.53493e-13	-5.35206e-05	3.29418e-05	1.26798e+14	
2.8755e-08 	5.09228e-12	5.2133e-12 	11629.9    	0          	-5568.12   	-2.81241e-13	-5.34348e-05	3.28952e-05	1.40667e+14	
2.877e-08  	5.08814e-12	5.20883e-12	13056.9    	0          	-5236.19   	-4.15007e-13	-5.3357e-05	3.31331e-05	1.54418e+14	
2.8785e-08 	5.08204e-12	5.33746e-12	14429.1    	0          	-4869.37   	-4.1899e-13	-5.32812e-05	3.33675e-05	1.67938e+14	
2.88e-08   	5.07588e-12	5.46437e-12	15736.1    	0          	-4469.32   	-2.88793e-13	-5.31993e-05	3.33126e-05	1.81104e+14	
2.8815e-08 	5.07163e-12	5.4565e-12 	16968.1    	0          	-4037.96   	-1.55846e-13	-5.31097e-05	3.29721e-05	1.93792e+14	
2.883e-08  	5.06934e-12	5.31727e-12	18115.6    	0          	-3577.42   	-1.54337e-13	-5.30184e-05	3.26369e-05	2.05868e+14	
2.8845e-08 	5.06707e-12	5.18309e-12	19169.7    	0          	-3090.09   	-2.85376e-13	-5.29337e-05	3.25945e-05	2.17198e+14	
2.886e-08  	5.06287e-12	5.18523e-12	20121.8    	0          	-2578.55   	-4.15903e-13	-5.28572e-05	3.28394e-05	2.27642e+14	
2.8875e-08 	5.05676e-12	5.31697e-12	20964.5    	0          	-2045.59   	-4.13404e-13	-5.27826e-05	3.30772e-05	2.37057e+14	
2.889e-08  	5.05068e-12	5.44038e-12	21690.7    	0          	-1494.17   	-2.8005e-13	-5.27018e-05	3.3019e-05 	2.45301e+14	
2.8905e-08 	5.04656e-12	5.42598e-12	22294.4    	0          	-927.398   	-1.50472e-13	-5.2613e-05	3.26722e-05	2.52229e+14	
2.892e-08  	5.04434e-12	5.28385e-12	22770.6    	0          	-348.521   	-1.55447e-13	-5.25227e-05	3.23349e-05	2.57698e+14	
2.8935e-08 	5.04206e-12	5.15335e-12	23115.3    	0          	239.118    	-2.89523e-13	-5.24391e-05	3.22974e-05	2.61565e+14	
2.895e-08  	5.0378e-12 	5.16209e-12	23325.4    	0          	832.098    	-4.1657e-13	-5.23639e-05	3.25501e-05	2.63693e+14	
2.8965e-08 	5.03167e-12	5.29667e-12	23399.2    	0          	1426.95    	-4.07605e-13	-5.22905e-05	3.27913e-05	2.63946e+14	
2.898e-08  	5.02568e-12	5.41634e-12	23336.1    	0          	2020.21    	-2.71354e-13	-5.22107e-05	3.2729e-05 	2.62198e+14	
2.8995e-08 	5.02169e-12	5.39544e-12	23136.7    	0          	2608.39    	-1.45381e-13	-5.21227e-05	3.23752e-05	2.58327e+14	
2.901e-08  	5.01955e-12	5.25067e-12	22803      	0          	3188.09    	-1.56816e-13	-5.20332e-05	3.20357e-05	2.52221e+14	
2.9025e-08 	5.01725e-12	5.12411e-12	22338.3    	0          	3755.98    	-2.93668e-13	-5.19508e-05	3.20038e-05	2.4378e+14 	
2.904e-08  	5.01293e-12	5.13939e-12	21747.1    	0          	4308.84    	-4.17001e-13	-5.18769e-05	3.22652e-05	2.32913e+14	
2.9055e-08 	5.0068e-12 	5.27655e-12	21035.4    	0          	4843.6     	-4.01602e-13	-5.18047e-05	3.25098e-05	2.19545e+14	
